,,CLASS 1 (clean images),,,,OCCLUSION 0,,,,OCCLUSION 10,,,,OCCLUSION 20,,,,OCCLUSION 30,,,,OCCLUSION 40,,,,OCCLUSION 50,,,,OCCLUSION 60,,,,OCCLUSION 70,,,,OCCLUSION 80,,,,OCCLUSION 90,,,
7,9,"[23, 43, 59]",3,"[0, 4, 15, 18, 23, 44, 61]",7,"[23, 43, 59]",3,"[0, 4, 15, 18, 23, 44, 61]",7,"[23, 43, 59]",3,"[0, 15, 23, 44, 61]",5,"[23, 43, 59]",3,"[0, 15, 23, 44, 61]",5,"[23, 59]",2,"[0, 15, 23, 44, 61]",5,"[23, 59]",2,"[0, 15, 23, 44, 61]",5,"[23, 59]",2,"[23, 44, 61]",3,"[23, 59]",2,"[23, 44, 61]",3,"[23, 59]",2,"[23, 44]",2,"[23, 43]",2,[23],1,[23],1,[],0
7,10,"[34, 53, 55, 61]",4,"[35, 41, 53, 59]",4,"[34, 53, 55, 61]",4,"[35, 41, 53, 59]",4,"[34, 55, 61]",3,"[41, 53, 59]",3,"[55, 61]",2,"[53, 59]",2,[61],1,"[41, 53, 59]",3,[61],1,"[53, 59]",2,[61],1,"[53, 59]",2,[],0,[53],1,[],0,"[41, 53]",2,[],0,"[41, 59]",2,[],0,"[41, 59]",2
7,11,"[5, 7, 21, 29, 41, 43, 50]",7,"[1, 21, 29, 41, 50]",5,"[5, 7, 21, 29, 41, 43, 50]",7,"[1, 21, 29, 41, 50]",5,"[5, 7, 21, 41, 50]",5,"[1, 21, 41, 50]",4,"[5, 7, 21, 41, 50]",5,"[1, 21, 41, 50]",4,"[5, 7, 21, 41, 50]",5,"[1, 21, 41, 50]",4,"[5, 7, 21, 41, 50]",5,"[1, 21, 41, 50]",4,"[5, 7, 21, 41, 50]",5,"[1, 21, 41, 50]",4,"[5, 7, 21, 50]",4,"[1, 21, 50]",3,"[5, 7, 21, 50]",4,"[1, 21, 50]",3,"[5, 7, 21, 50]",4,"[21, 50]",2,"[5, 7, 21]",3,[21],1
8,0,"[9, 15, 46, 56]",4,"[15, 38, 39, 42, 53, 56]",6,"[9, 15, 46, 56]",4,"[15, 38, 39, 42, 53, 56]",6,"[15, 46, 56]",3,"[15, 38, 39, 42, 53, 56]",6,"[15, 46, 56]",3,"[15, 38, 39, 56]",4,"[15, 46]",2,"[15, 39]",2,[15],1,"[15, 39]",2,[15],1,"[15, 39]",2,[15],1,"[15, 39]",2,[15],1,"[15, 39]",2,[15],1,"[15, 53]",2,[],0,"[15, 53]",2
8,1,"[28, 36, 45, 53, 56]",5,"[15, 25, 36, 53]",4,"[28, 36, 45, 53, 56]",5,"[15, 25, 36, 53]",4,"[36, 53]",2,"[15, 36, 53]",3,"[36, 53]",2,"[15, 36, 53]",3,"[36, 53]",2,"[15, 36, 53]",3,"[36, 53]",2,"[15, 36, 53]",3,"[36, 53]",2,"[15, 36, 53]",3,"[36, 53]",2,"[15, 36]",2,"[28, 36]",2,"[15, 36]",2,[36],1,"[15, 36]",2,[36],1,"[15, 36]",2
8,2,"[2, 9, 28, 57]",4,"[9, 26, 44, 48, 56, 61]",6,"[2, 9, 28, 57]",4,"[9, 26, 44, 48, 56, 61]",6,"[2, 9]",2,"[26, 44, 48, 61]",4,[2],1,"[44, 48, 61]",3,[2],1,"[44, 48, 61]",3,[2],1,"[48, 61]",2,[],0,"[44, 48, 61]",3,[],0,"[44, 48, 61]",3,[],0,"[48, 61]",2,[],0,"[48, 61]",2,[],0,"[48, 61]",2
8,3,"[13, 27, 45, 46, 53]",5,"[2, 10, 16, 21, 23, 26, 56]",7,"[13, 27, 45, 46, 53]",5,"[2, 10, 16, 21, 23, 26, 56]",7,"[13, 27, 45, 46, 53]",5,"[10, 16, 21, 23]",4,"[13, 27, 45, 46, 53]",5,"[10, 16, 21]",3,"[13, 27, 45, 53]",4,[16],1,"[13, 27, 53]",3,"[10, 16]",2,"[27, 53]",2,[21],1,"[27, 53]",2,[10],1,[53],1,[10],1,[53],1,"[10, 21]",2,[],0,"[10, 21]",2
8,4,"[25, 32, 40]",3,"[17, 37]",2,"[25, 32, 40]",3,"[17, 37]",2,"[25, 32, 40]",3,[37],1,"[25, 32, 40]",3,[37],1,"[25, 32]",2,[],0,"[25, 32, 40]",3,[],0,"[25, 32]",2,[],0,"[25, 32]",2,[],0,[32],1,[],0,[32],1,[],0,[32],1,[],0
8,5,"[1, 24, 57, 62]",4,"[2, 7, 16, 62]",4,"[1, 24, 57, 62]",4,"[2, 7, 16, 62]",4,"[1, 62]",2,"[7, 16, 62]",3,"[1, 62]",2,"[7, 16, 62]",3,"[1, 62]",2,"[7, 16, 62]",3,"[1, 62]",2,"[16, 62]",2,"[1, 62]",2,"[16, 62]",2,"[1, 62]",2,"[16, 62]",2,"[1, 62]",2,"[16, 62]",2,"[1, 62]",2,"[16, 62]",2,"[1, 62]",2,[62],1
8,6,"[2, 3, 6, 7, 17, 22, 38]",7,"[6, 7, 37, 38, 57, 58, 63]",7,"[2, 3, 6, 7, 17, 22, 38]",7,"[6, 7, 37, 38, 57, 58, 63]",7,"[2, 7, 17, 38]",4,"[6, 7, 38, 58, 63]",5,"[2, 7, 17, 38]",4,"[7, 38, 58, 63]",4,"[2, 7, 17, 38]",4,"[7, 38, 58, 63]",4,"[2, 17, 38]",3,"[7, 38, 58, 63]",4,"[2, 17, 38]",3,"[7, 38, 58, 63]",4,"[2, 17, 38]",3,"[38, 58, 63]",3,"[2, 17, 38]",3,"[38, 58, 63]",3,"[2, 17, 38]",3,"[38, 63]",2,"[2, 38]",2,"[38, 63]",2
8,7,"[16, 44, 62]",3,"[3, 16, 20, 34, 36, 58, 61]",7,"[16, 44, 62]",3,"[3, 16, 20, 34, 36, 58, 61]",7,"[16, 44]",2,"[3, 16, 20, 34, 36, 58]",6,"[16, 44]",2,"[3, 16, 20, 34, 36, 61]",6,"[16, 44]",2,"[3, 16, 20, 34, 36]",5,"[16, 44]",2,"[3, 16, 20, 34, 36]",5,"[16, 44]",2,"[3, 16, 20, 34, 36]",5,"[16, 44]",2,"[3, 16, 20, 34, 36]",5,"[16, 44]",2,"[3, 16, 20, 34, 36]",5,"[16, 44]",2,"[3, 16, 20, 34]",4,[16],1,"[3, 16, 34]",3
8,8,"[10, 42, 52, 60]",4,"[10, 14, 27, 42, 57, 62]",6,"[10, 42, 52, 60]",4,"[10, 14, 27, 42, 57, 62]",6,"[10, 42, 52, 60]",4,"[10, 14, 27, 42, 57]",5,"[10, 42, 52, 60]",4,"[10, 14, 27, 42, 57]",5,"[10, 42, 52, 60]",4,"[10, 14, 27, 42, 57]",5,"[10, 42, 52, 60]",4,"[10, 14, 27, 42]",4,"[10, 42, 52]",3,"[10, 27]",2,"[10, 42]",2,"[10, 27, 42]",3,"[10, 42]",2,"[10, 27]",2,[10],1,"[10, 27]",2,[10],1,"[10, 27]",2
8,9,"[22, 25, 27, 40]",4,"[13, 16, 18, 25, 29, 30]",6,"[22, 25, 27, 40]",4,"[13, 16, 18, 25, 29, 30]",6,[22],1,"[13, 16, 18, 25, 29, 30]",6,[22],1,"[13, 16, 18, 25, 29, 30]",6,[],0,"[13, 16, 18, 25, 29, 30]",6,[],0,"[13, 16, 18, 25, 30]",5,[],0,"[13, 16, 18, 25, 30]",5,[],0,"[13, 16, 18, 30]",4,[],0,"[13, 16, 18, 30]",4,[],0,"[13, 16, 18, 30]",4,[],0,"[13, 18, 30]",3
8,10,"[15, 50, 62]",3,"[10, 15, 31, 59, 60]",5,"[15, 50, 62]",3,"[10, 15, 31, 59, 60]",5,"[15, 50]",2,"[10, 15, 59]",3,"[15, 50]",2,"[10, 15, 31]",3,[50],1,"[10, 15]",2,[50],1,[10],1,[50],1,"[10, 31]",2,[50],1,[10],1,[50],1,[10],1,[62],1,[],0,[],0,[],0
8,11,[54],1,"[15, 27, 33, 52, 56, 57, 63]",7,[54],1,"[15, 27, 33, 52, 56, 57, 63]",7,[54],1,"[15, 27, 33, 52, 56, 63]",6,[54],1,"[15, 27, 33, 52, 56, 63]",6,[54],1,"[15, 27, 33, 52, 56, 63]",6,[54],1,"[15, 27, 52, 63]",4,[],0,"[15, 27, 52]",3,[],0,"[15, 27, 52]",3,[],0,"[15, 27, 52]",3,[],0,"[15, 27, 52]",3,[],0,"[15, 27]",2
9,0,"[26, 27, 33, 61]",4,"[4, 11, 24, 30, 42, 62, 63]",7,"[26, 27, 33, 61]",4,"[4, 11, 24, 30, 42, 62, 63]",7,"[26, 27]",2,"[11, 24, 30, 42, 62, 63]",6,"[26, 27, 33, 61]",4,"[11, 24, 30, 42, 62, 63]",6,"[26, 27, 33, 61]",4,"[11, 24, 30, 42, 62]",5,"[26, 27, 33, 61]",4,"[11, 24, 30, 42, 62]",5,"[26, 27, 61]",3,"[11, 24, 30, 62]",4,"[27, 61]",2,"[11, 24, 62]",3,"[27, 61]",2,"[11, 24, 30, 62]",4,"[27, 33]",2,[11],1,"[27, 33]",2,[11],1
9,1,"[6, 14, 30, 49, 58]",5,"[6, 14, 49, 58]",4,"[6, 14, 30, 49, 58]",5,"[6, 14, 49, 58]",4,"[6, 14, 58]",3,"[6, 14, 58]",3,"[6, 14, 58]",3,"[14, 58]",2,"[6, 14, 58]",3,"[6, 14, 58]",3,"[6, 14, 58]",3,"[6, 14, 58]",3,"[6, 14, 58]",3,"[14, 58]",2,"[14, 49, 58]",3,"[14, 58]",2,"[14, 49, 58]",3,[14],1,"[14, 49, 58]",3,"[14, 58]",2,"[14, 49, 58]",3,"[14, 49, 58]",3
9,2,"[6, 33]",2,"[9, 10, 13, 33, 37, 42, 50]",7,"[6, 33]",2,"[9, 10, 13, 33, 37, 42, 50]",7,[6],1,"[9, 10, 13, 33, 37, 42, 50]",7,[6],1,"[9, 10, 13, 33, 37, 42, 50]",7,"[6, 33]",2,"[9, 10, 13, 33, 37, 42, 50]",7,[6],1,"[9, 10, 13, 37, 42]",5,[6],1,"[9, 10, 13]",3,[6],1,"[9, 13]",2,[6],1,[13],1,[],0,[9],1,[],0,[9],1
9,3,"[11, 19, 21, 34, 36, 39, 44]",7,"[11, 19, 21, 34, 36, 39, 44, 48, 51]",9,"[11, 19, 21, 34, 36, 39, 44]",7,"[11, 19, 21, 34, 36, 39, 44, 48, 51]",9,"[11, 19, 34, 39, 44]",5,"[11, 19, 34, 39, 51]",5,"[11, 19, 34, 39, 44]",5,"[11, 19, 34, 51]",4,"[11, 19, 34, 44]",4,"[11, 19, 34, 51]",4,"[11, 19, 34]",3,"[11, 19, 34]",3,"[11, 19, 34, 44]",4,"[11, 19, 34]",3,"[11, 19, 34, 44]",4,"[11, 19, 34]",3,"[19, 34, 44]",3,"[11, 19, 34]",3,"[19, 21, 34]",3,"[11, 19]",2,"[19, 21, 44]",3,"[11, 19]",2
9,4,"[2, 20]",2,"[17, 18, 20]",3,"[2, 20]",2,"[17, 18, 20]",3,[],0,"[17, 18, 20]",3,[],0,"[17, 18, 20]",3,[],0,"[17, 18, 20]",3,[],0,"[17, 20]",2,[],0,"[17, 18, 20]",3,[],0,"[17, 20]",2,[],0,"[17, 20]",2,[],0,"[17, 20]",2,[],0,"[17, 20]",2
9,5,"[26, 56]",2,"[5, 10, 19, 26, 48, 56]",6,"[26, 56]",2,"[5, 10, 19, 26, 48, 56]",6,"[26, 56]",2,"[10, 19, 26, 48, 56]",5,"[26, 56]",2,"[10, 19, 26, 48, 56]",5,[56],1,"[19, 26, 48, 56]",4,"[26, 56]",2,"[10, 19, 26, 48, 56]",5,"[26, 56]",2,"[10, 19, 26, 48, 56]",5,[56],1,"[10, 19, 26, 48, 56]",5,[56],1,"[10, 19, 26, 48, 56]",5,[56],1,"[10, 19, 48, 56]",4,[],0,"[10, 19, 48, 56]",4
9,6,"[22, 47]",2,"[9, 19, 22, 40, 49, 54]",6,"[22, 47]",2,"[9, 19, 22, 40, 49, 54]",6,[22],1,"[9, 19, 22, 40, 49, 54]",6,[22],1,"[9, 19, 22, 40, 49, 54]",6,[22],1,"[9, 19, 22, 40, 49, 54]",6,[],0,"[9, 22, 40, 54]",4,[],0,"[9, 22, 40, 49, 54]",5,[],0,"[9, 22, 40, 49, 54]",5,[],0,"[9, 22, 40, 49]",4,[],0,"[9, 22, 40, 49]",4,[],0,"[22, 40, 49]",3
9,7,"[33, 51, 60]",3,[59],1,"[33, 51, 60]",3,[59],1,[60],1,[],0,"[33, 60]",2,[],0,"[33, 60]",2,[],0,"[33, 60]",2,[],0,"[33, 60]",2,[],0,[60],1,[],0,[33],1,[],0,[],0,[],0,[33],1,[],0
9,8,"[25, 39, 45, 48, 57, 60, 61]",7,"[3, 25, 35, 57, 60, 61]",6,"[25, 39, 45, 48, 57, 60, 61]",7,"[3, 25, 35, 57, 60, 61]",6,"[25, 39, 45, 57, 60, 61]",6,"[3, 25, 57, 60, 61]",5,"[25, 39, 57, 60, 61]",5,"[3, 25, 57, 60, 61]",5,"[39, 45, 57, 60, 61]",5,"[3, 25, 57, 60, 61]",5,"[25, 45, 57, 60]",4,"[3, 25, 57, 60, 61]",5,"[25, 39, 45, 57, 60]",5,"[3, 25, 57, 60, 61]",5,"[25, 45, 57, 60]",4,"[3, 25, 57, 60, 61]",5,"[25, 45, 57, 60]",4,"[3, 25, 57, 61]",4,"[25, 60]",2,"[3, 25, 57, 61]",4,"[25, 60, 61]",3,"[25, 61]",2
9,9,"[6, 11, 12, 14, 15, 50]",6,"[0, 15, 23, 25, 38, 50, 51]",7,"[6, 11, 12, 14, 15, 50]",6,"[0, 15, 23, 25, 38, 50, 51]",7,"[6, 11, 14, 15, 50]",5,"[0, 15, 25, 38, 50, 51]",6,"[6, 11, 14, 15, 50]",5,"[0, 15, 23, 25, 38, 50]",6,"[6, 11, 14, 15, 50]",5,"[0, 15, 25, 38, 50]",5,"[6, 11, 15, 50]",4,"[15, 23, 25, 38]",4,"[6, 11, 15, 50]",4,"[15, 38]",2,"[6, 15, 50]",3,"[15, 38]",2,"[6, 15, 50]",3,"[15, 23, 38]",3,"[15, 50]",2,"[15, 38, 50]",3,"[15, 50]",2,"[15, 50]",2
9,10,"[6, 21, 35, 37]",4,"[6, 9, 13, 14, 21, 35, 37, 57]",8,"[6, 21, 35, 37]",4,"[6, 9, 13, 14, 21, 35, 37, 57]",8,"[6, 35]",2,"[6, 9, 13, 14, 21, 35]",6,"[6, 35]",2,"[6, 9, 13, 14, 21, 35, 57]",7,"[6, 35]",2,"[6, 9, 13, 14, 35]",5,"[6, 35]",2,"[6, 9, 13, 14, 21, 35, 57]",7,[6],1,"[6, 13, 14, 35, 57]",5,[6],1,"[13, 14, 35]",3,"[6, 35]",2,"[13, 14, 35]",3,[],0,"[13, 14]",2,[],0,"[13, 14]",2
9,11,"[38, 40]",2,"[9, 38, 40, 44, 55]",5,"[38, 40]",2,"[9, 38, 40, 44, 55]",5,[38],1,"[9, 38]",2,[38],1,"[9, 38]",2,[38],1,[9],1,[],0,[9],1,[],0,[9],1,[],0,[9],1,[],0,[],0,[],0,[],0,[],0,[],0
10,0,"[36, 39, 43]",3,"[19, 39, 40, 41, 43, 57]",6,"[36, 39, 43]",3,"[19, 39, 40, 41, 43, 57]",6,"[36, 43]",2,"[40, 41, 43]",3,[36],1,"[40, 41, 43]",3,[36],1,"[40, 41, 43]",3,[36],1,"[40, 41, 43]",3,[],0,"[40, 41, 43]",3,[],0,"[40, 43]",2,[],0,"[40, 43]",2,[],0,"[40, 43]",2,[],0,"[19, 40, 43]",3
10,1,"[3, 63]",2,[45],1,"[3, 63]",2,[45],1,"[3, 63]",2,[],0,[63],1,[],0,[63],1,[],0,[63],1,[],0,[63],1,[],0,[63],1,[],0,[63],1,[],0,[],0,[],0,[],0,[],0
10,2,"[26, 35, 51]",3,"[2, 26, 32, 35]",4,"[26, 35, 51]",3,"[2, 26, 32, 35]",4,"[26, 35, 51]",3,"[26, 32, 35]",3,"[26, 35]",2,"[26, 32, 35]",3,"[26, 35]",2,"[26, 35]",2,[35],1,"[26, 35]",2,[35],1,"[26, 35]",2,[26],1,[26],1,[26],1,[26],1,[26],1,[26],1,[],0,[26],1
10,3,"[5, 17, 63]",3,"[5, 26, 63]",3,"[5, 17, 63]",3,"[5, 26, 63]",3,"[5, 17, 63]",3,"[5, 26]",2,"[17, 63]",2,"[5, 26]",2,"[5, 17, 63]",3,"[5, 26]",2,[17],1,"[5, 26]",2,[63],1,[26],1,[],0,"[5, 26]",2,[],0,[26],1,[],0,[],0,[],0,[26],1
10,4,"[47, 49]",2,"[0, 20, 49, 55, 56, 63]",6,"[47, 49]",2,"[0, 20, 49, 55, 56, 63]",6,[49],1,"[0, 20, 49, 55, 56, 63]",6,[49],1,"[0, 20, 55, 56, 63]",5,[],0,"[0, 20, 55, 56, 63]",5,[],0,"[0, 20, 56, 63]",4,[],0,"[0, 20, 56, 63]",4,[],0,"[0, 20, 56, 63]",4,[],0,"[0, 20, 56, 63]",4,[],0,"[20, 63]",2,[],0,"[20, 63]",2
10,5,"[8, 16, 51]",3,"[3, 25, 34, 45, 46]",5,"[8, 16, 51]",3,"[3, 25, 34, 45, 46]",5,"[8, 16, 51]",3,"[3, 25, 45, 46]",4,"[16, 51]",2,"[3, 25, 45, 46]",4,"[16, 51]",2,"[3, 45]",2,[51],1,"[3, 45]",2,[51],1,"[3, 45]",2,[51],1,"[3, 45]",2,[51],1,"[3, 45]",2,[51],1,"[3, 45]",2,[],0,[3],1
10,6,"[25, 30, 55]",3,"[16, 21, 49]",3,"[25, 30, 55]",3,"[16, 21, 49]",3,"[25, 30]",2,"[16, 21, 49]",3,[25],1,"[16, 21, 49]",3,[],0,"[16, 21, 49]",3,[],0,"[16, 21, 49]",3,[],0,"[16, 21, 49]",3,[],0,"[16, 21, 49]",3,[],0,"[16, 21]",2,[],0,"[16, 21]",2,[],0,"[16, 21]",2
10,7,"[25, 45, 50]",3,"[25, 37, 50, 55]",4,"[25, 45, 50]",3,"[25, 37, 50, 55]",4,"[25, 45]",2,"[25, 55]",2,"[25, 45]",2,"[25, 37]",2,[25],1,"[25, 37]",2,[25],1,"[25, 37]",2,[],0,[37],1,[],0,[37],1,[],0,[37],1,[],0,[37],1,[],0,[37],1
10,8,"[6, 10, 49]",3,[25],1,"[6, 10, 49]",3,[25],1,"[6, 10]",2,[],0,"[6, 10]",2,[],0,"[6, 10]",2,[],0,[10],1,[],0,[10],1,[],0,[10],1,[],0,[10],1,[],0,[10],1,[],0,[6],1,[],0
10,9,"[10, 16, 28, 34, 37, 44, 55]",7,"[16, 28, 34, 37]",4,"[10, 16, 28, 34, 37, 44, 55]",7,"[16, 28, 34, 37]",4,"[10, 28, 34, 37, 44, 55]",6,"[16, 28, 34, 37]",4,"[10, 28, 34, 37, 44, 55]",6,"[16, 28, 34, 37]",4,"[10, 16, 28, 34, 37, 55]",6,"[16, 28, 34, 37]",4,"[10, 28, 34, 37, 55]",5,"[16, 28, 34, 37]",4,"[10, 28, 34, 37, 55]",5,"[16, 28, 34, 37]",4,"[10, 28, 34, 37, 55]",5,"[16, 28, 34, 37]",4,"[10, 28, 34, 37, 44, 55]",6,"[28, 34, 37]",3,"[10, 28, 34, 37, 55]",5,"[28, 34]",2,"[34, 44, 55]",3,[34],1
10,10,"[4, 7, 35, 44]",4,"[0, 11, 27, 29, 33, 35, 44]",7,"[4, 7, 35, 44]",4,"[0, 11, 27, 29, 33, 35, 44]",7,"[4, 35]",2,"[11, 33, 35]",3,[35],1,"[11, 33, 35]",3,[35],1,"[11, 33, 35]",3,[35],1,"[11, 33, 35]",3,[35],1,"[11, 33, 35]",3,[35],1,"[11, 33, 35]",3,[35],1,"[11, 33, 35]",3,[35],1,"[11, 33, 35]",3,[],0,"[11, 33]",2
10,11,"[49, 53]",2,"[7, 8, 24, 27, 38, 49]",6,"[49, 53]",2,"[7, 8, 24, 27, 38, 49]",6,[49],1,"[7, 8, 24, 27, 38]",5,[49],1,"[7, 8, 24, 27, 38]",5,[49],1,"[7, 8, 24, 27]",4,[49],1,"[8, 24, 27]",3,[49],1,"[24, 27]",2,[49],1,[24],1,[49],1,[24],1,[49],1,[],0,[],0,[],0
11,0,"[30, 38, 56]",3,"[5, 7, 32, 33, 39, 48, 51, 61]",8,"[30, 38, 56]",3,"[5, 7, 32, 33, 39, 48, 51, 61]",8,"[30, 38, 56]",3,"[5, 7, 33, 39, 48, 51, 61]",7,"[30, 38, 56]",3,"[5, 7, 33, 39, 48, 51, 61]",7,"[30, 38]",2,"[5, 7, 33, 39, 48, 51, 61]",7,"[30, 38]",2,"[5, 7, 33, 39, 48, 51, 61]",7,"[30, 38]",2,"[5, 7, 33, 39, 48, 51, 61]",7,"[30, 38]",2,"[5, 7, 39, 48, 61]",5,"[30, 38]",2,"[5, 7, 39, 48, 51, 61]",6,[],0,"[5, 7, 39, 48, 61]",5,[],0,"[5, 7, 39, 48, 51, 61]",6
11,1,"[30, 47, 49, 61]",4,[21],1,"[30, 47, 49, 61]",4,[21],1,[30],1,[],0,[30],1,[],0,"[30, 61]",2,[],0,[],0,[],0,[],0,[],0,[61],1,[],0,[],0,[],0,[],0,[],0,[],0,[],0
11,2,"[1, 14, 46]",3,"[10, 14, 58]",3,"[1, 14, 46]",3,"[10, 14, 58]",3,"[1, 46]",2,"[10, 14, 58]",3,"[1, 46]",2,"[10, 14, 58]",3,[46],1,"[10, 58]",2,"[1, 46]",2,"[10, 58]",2,"[1, 46]",2,[58],1,[],0,"[10, 58]",2,[1],1,[58],1,[],0,[58],1,[46],1,"[10, 58]",2
11,3,"[27, 57, 60, 61]",4,"[50, 56, 60]",3,"[27, 57, 60, 61]",4,"[50, 56, 60]",3,"[57, 60, 61]",3,"[56, 60]",2,"[57, 60, 61]",3,"[56, 60]",2,"[27, 57, 60, 61]",4,"[56, 60]",2,"[57, 60, 61]",3,"[56, 60]",2,[60],1,"[56, 60]",2,[60],1,"[56, 60]",2,[60],1,"[56, 60]",2,[60],1,[60],1,[],0,[],0
11,4,"[1, 61]",2,"[1, 8, 40, 53]",4,"[1, 61]",2,"[1, 8, 40, 53]",4,"[1, 61]",2,"[1, 8, 40, 53]",4,"[1, 61]",2,"[1, 8, 40]",3,[1],1,"[1, 8, 40]",3,[1],1,"[1, 8, 40]",3,[1],1,"[1, 8, 40]",3,[],0,"[8, 40]",2,[1],1,"[1, 8, 40]",3,[1],1,"[1, 8, 40]",3,[1],1,"[1, 8]",2
11,5,"[14, 20, 32, 41, 46, 52]",6,"[20, 32, 41, 47, 53]",5,"[14, 20, 32, 41, 46, 52]",6,"[20, 32, 41, 47, 53]",5,"[14, 20, 32, 41, 46]",5,"[20, 41]",2,"[14, 20, 32, 41, 46]",5,"[20, 32, 41]",3,"[14, 20, 32, 41, 46]",5,"[20, 32, 41]",3,"[14, 20, 41, 46]",4,"[20, 32, 41]",3,"[14, 20, 41, 46]",4,"[20, 41]",2,"[20, 41, 46]",3,"[20, 41]",2,"[20, 46]",2,"[20, 41]",2,[46],1,[41],1,[41],1,[41],1
11,6,"[3, 5, 15, 16, 17, 20, 39]",7,"[3, 15, 16, 39, 55]",5,"[3, 5, 15, 16, 17, 20, 39]",7,"[3, 15, 16, 39, 55]",5,"[5, 16, 39]",3,"[3, 16, 39, 55]",4,"[5, 16, 20, 39]",4,"[39, 55]",2,[5],1,"[39, 55]",2,"[5, 20]",2,"[39, 55]",2,"[5, 20]",2,[55],1,[20],1,[55],1,[20],1,[55],1,[],0,[55],1,[],0,[55],1
11,7,"[4, 9, 31, 33, 63]",5,"[4, 31]",2,"[4, 9, 31, 33, 63]",5,"[4, 31]",2,"[4, 31]",2,[31],1,[31],1,[31],1,"[31, 63]",2,[31],1,"[31, 33, 63]",3,[31],1,[31],1,[31],1,[31],1,[31],1,[31],1,[31],1,"[31, 33]",2,[31],1,"[31, 33]",2,[31],1
11,8,"[18, 38, 59]",3,"[22, 31, 38, 45, 62]",5,"[18, 38, 59]",3,"[22, 31, 38, 45, 62]",5,"[18, 38, 59]",3,"[22, 38, 45, 62]",4,"[18, 38, 59]",3,"[22, 38, 45, 62]",4,"[18, 59]",2,"[22, 38, 62]",3,[59],1,"[22, 38, 62]",3,[59],1,"[22, 31, 38, 62]",4,[],0,"[22, 62]",2,[],0,"[22, 38, 62]",3,[],0,[62],1,[59],1,[62],1
11,9,"[14, 16, 26, 37, 52]",5,"[3, 5, 12, 26]",4,"[14, 16, 26, 37, 52]",5,"[3, 5, 12, 26]",4,"[14, 16, 26, 37]",4,"[3, 5, 12, 26]",4,"[14, 16, 26, 37]",4,"[3, 5, 12, 26]",4,"[14, 16, 26, 37]",4,"[3, 5, 12, 26]",4,"[14, 26, 37]",3,"[3, 5, 12, 26]",4,"[14, 26, 37]",3,"[3, 5, 12, 26]",4,"[14, 26, 37]",3,"[3, 5, 12, 26]",4,"[14, 26]",2,"[3, 5, 12, 26]",4,[26],1,"[5, 12, 26]",3,[26],1,"[12, 26]",2
11,10,"[14, 19, 54]",3,"[14, 15, 19, 29, 39]",5,"[14, 19, 54]",3,"[14, 15, 19, 29, 39]",5,"[14, 19]",2,"[14, 19, 29, 39]",4,"[14, 19, 54]",3,"[14, 19, 29, 39]",4,"[14, 19, 54]",3,"[14, 19, 29, 39]",4,"[14, 19, 54]",3,"[14, 19, 29, 39]",4,"[14, 19, 54]",3,"[14, 19, 29, 39]",4,"[14, 19]",2,"[14, 19, 29, 39]",4,"[14, 19]",2,"[14, 19, 29, 39]",4,[14],1,"[14, 19, 29]",3,[14],1,"[14, 19, 29]",3
11,11,"[0, 14, 21]",3,"[15, 35, 41]",3,"[0, 14, 21]",3,"[15, 35, 41]",3,"[0, 14, 21]",3,"[15, 35, 41]",3,"[0, 14, 21]",3,[35],1,"[0, 14, 21]",3,[35],1,"[0, 14, 21]",3,[35],1,"[0, 14, 21]",3,[35],1,"[0, 14, 21]",3,[35],1,[],0,[35],1,[],0,[],0,[],0,[],0